0.0,1.9958286198404567
1e-08,1.9007309029236648
2e-08,1.8487088069099493
3e-08,1.8178931704177486
4e-08,1.839099629939263
5e-08,1.9245881698853686
6e-08,2.0176977812220187
7e-08,2.0723706846759233
8e-08,2.1002041627979113
9e-08,2.0753528430461365
1e-07,1.9898643031000307
1.1e-07,1.8944352352532152
1.2e-07,1.8430758410995471
1.3e-07,1.8132542573974173
1.4e-07,1.8377742262191685
1.5e-07,1.928233030115629
1.6e-07,2.021342641452279
1.7e-07,2.0770095976962546
1.8e-07,2.106499830468361
1.9e-07,2.0819798616466096
2e-07,1.9958286198404567
2.1e-07,1.9020563066437595
2.2e-07,1.8513596143501387
2.3e-07,1.8222007325080563
2.4e-07,1.8457266485397363
2.5e-07,1.9358541015061734
2.6e-07,2.027969660052752
2.7e-07,2.0809858088565387
2.8e-07,2.1098133397685976
2.9e-07,2.0829739144366806
3e-07,1.9925151105402201
3.1e-07,1.8954292880432861
3.2e-07,1.8417504373794524
3.3e-07,1.8132542573974173
3.4e-07,1.83611747156905
3.5e-07,1.9265762754655107
3.6e-07,2.019354535872137
3.7e-07,2.072702035605947
3.8e-07,2.1038490230281717
3.9e-07,2.0783350014163493
4e-07,1.9878761975198889
4.1e-07,1.8914530768830022
4.2e-07,1.8417504373794524
4.3e-07,1.8119288536773226
4.4e-07,1.8400936827293342
4.5e-07,1.9288957319756763
4.6e-07,2.0256502035425865
4.7e-07,2.078666352346373
4.8e-07,2.1091506379085505
4.9e-07,2.083636616296728
5e-07,1.9978167254205987
5.1e-07,1.9020563066437595
5.2e-07,1.8493715087699967
5.3e-07,1.821206679717985
5.4e-07,1.8463893503997837
5.5e-07,1.9338659959260314
5.6e-07,2.0249875016825394
5.7e-07,2.0770095976962546
5.8e-07,2.1041803739581955
5.9e-07,2.0803231069964916
6e-07,1.9921837596101966
6.1e-07,1.8954292880432861
6.2e-07,1.845063946679689
6.3e-07,1.8168991176276774
6.4e-07,1.8437385429595945
6.5e-07,1.9308838375558184
6.6e-07,2.0226680451723738
6.7e-07,2.0766782467662313
6.8e-07,2.1048430758182426
6.9e-07,2.0809858088565387
7e-07,1.9918524086801728
7.1e-07,1.8984114464134991
7.2e-07,1.8477147541198784
